Chemical,Monitor,"Date Time ",Reading
AGOC-3A,2,"2016/04/29 21:00:00","0,300389"
Chlorodinine,9,"2016/04/29 21:00:00","0,229814"
Chlorodinine,6,"2016/04/29 21:00:00","0,219539"
Methylosmolene,9,"2016/04/29 21:00:00","0,201877"
Methylosmolene,8,"2016/04/29 21:00:00","0,1929"
AGOC-3A,9,"2016/04/29 21:00:00","0,17833500000000002"
Appluimonia,8,"2016/04/29 21:00:00","0,166545"
Appluimonia,3,"2016/04/29 21:00:00","0,161793"
Chlorodinine,1,"2016/04/29 21:00:00","0,0928115"
Appluimonia,5,"2016/04/29 21:00:00","0,0714781"
AGOC-3A,1,"2016/04/29 21:00:00","0,0628713"
Methylosmolene,4,"2016/04/29 21:00:00","0,0565725"
Appluimonia,6,"2016/04/29 21:00:00","0,045787"
Chlorodinine,5,"2016/04/29 21:00:00","0,026809399999999997"
Chlorodinine,2,"2016/04/29 21:00:00","0,0101703"
Methylosmolene,1,"2016/04/29 21:00:00","0,00209122"
Methylosmolene,3,"2016/04/29 22:00:00","4,39846"
AGOC-3A,7,"2016/04/29 22:00:00","2,41812"
Chlorodinine,3,"2016/04/29 22:00:00","1,8120399999999999"
AGOC-3A,3,"2016/04/29 22:00:00","1,6397"
Appluimonia,2,"2016/04/29 22:00:00","0,739099"
AGOC-3A,6,"2016/04/29 22:00:00","0,7272869999999999"
AGOC-3A,2,"2016/04/29 22:00:00","0,5512360000000001"
AGOC-3A,4,"2016/04/29 22:00:00","0,543782"
Appluimonia,8,"2016/04/29 22:00:00","0,532508"
Methylosmolene,4,"2016/04/29 22:00:00","0,485297"
Appluimonia,4,"2016/04/29 22:00:00","0,482349"
Methylosmolene,6,"2016/04/29 22:00:00","0,42056099999999996"
Appluimonia,9,"2016/04/29 22:00:00","0,293445"
AGOC-3A,5,"2016/04/29 22:00:00","0,244236"
Appluimonia,1,"2016/04/29 22:00:00","0,23946"
Methylosmolene,8,"2016/04/29 22:00:00","0,23354699999999998"
Methylosmolene,1,"2016/04/29 22:00:00","0,231037"
Chlorodinine,5,"2016/04/29 22:00:00","0,220255"
Chlorodinine,7,"2016/04/29 22:00:00","0,21765700000000002"
Appluimonia,6,"2016/04/29 22:00:00","0,20094"
Methylosmolene,2,"2016/04/29 22:00:00","0,189978"
Appluimonia,3,"2016/04/29 22:00:00","0,17274"
Chlorodinine,8,"2016/04/29 22:00:00","0,171318"
AGOC-3A,1,"2016/04/29 22:00:00","0,165163"
Chlorodinine,4,"2016/04/29 22:00:00","0,147445"
AGOC-3A,9,"2016/04/29 22:00:00","0,135684"
Chlorodinine,6,"2016/04/29 22:00:00","0,133009"
Chlorodinine,2,"2016/04/29 22:00:00","0,130557"
AGOC-3A,8,"2016/04/29 22:00:00","0,127172"
Appluimonia,7,"2016/04/29 22:00:00","0,12642"
Chlorodinine,9,"2016/04/29 22:00:00","0,106947"
Methylosmolene,9,"2016/04/29 22:00:00","0,09344680000000001"
Methylosmolene,5,"2016/04/29 22:00:00","0,0735584"
Appluimonia,5,"2016/04/29 22:00:00","0,0492252"
Chlorodinine,1,"2016/04/29 22:00:00","0,0449287"
Methylosmolene,7,"2016/04/29 22:00:00","0,0126627"
Chlorodinine,6,"2016/04/29 23:00:00","2,99847"
Methylosmolene,3,"2016/04/29 23:00:00","1,7448799999999998"
Methylosmolene,7,"2016/04/29 23:00:00","0,9386450000000001"
Appluimonia,5,"2016/04/29 23:00:00","0,667911"
Methylosmolene,6,"2016/04/29 23:00:00","0,664513"
Appluimonia,6,"2016/04/29 23:00:00","0,559702"
AGOC-3A,5,"2016/04/29 23:00:00","0,540775"
AGOC-3A,8,"2016/04/29 23:00:00","0,5272830000000001"
AGOC-3A,2,"2016/04/29 23:00:00","0,500158"
AGOC-3A,7,"2016/04/29 23:00:00","0,489848"
Chlorodinine,3,"2016/04/29 23:00:00","0,484076"
AGOC-3A,3,"2016/04/29 23:00:00","0,443526"
Appluimonia,8,"2016/04/29 23:00:00","0,38587600000000005"
Chlorodinine,8,"2016/04/29 23:00:00","0,368148"
Appluimonia,4,"2016/04/29 23:00:00","0,348952"
Appluimonia,1,"2016/04/29 23:00:00","0,3482"
Appluimonia,2,"2016/04/29 23:00:00","0,32998299999999997"
Methylosmolene,4,"2016/04/29 23:00:00","0,30674199999999996"
AGOC-3A,1,"2016/04/29 23:00:00","0,279185"
Appluimonia,9,"2016/04/29 23:00:00","0,276182"
Chlorodinine,5,"2016/04/29 23:00:00","0,257548"
AGOC-3A,9,"2016/04/29 23:00:00","0,254515"
Chlorodinine,1,"2016/04/29 23:00:00","0,22222299999999998"
Chlorodinine,7,"2016/04/29 23:00:00","0,211185"
Methylosmolene,8,"2016/04/29 23:00:00","0,21058400000000002"
Methylosmolene,9,"2016/04/29 23:00:00","0,20387899999999998"
AGOC-3A,6,"2016/04/29 23:00:00","0,202091"
Appluimonia,3,"2016/04/29 23:00:00","0,185294"
Appluimonia,7,"2016/04/29 23:00:00","0,185254"
AGOC-3A,4,"2016/04/29 23:00:00","0,184377"
Methylosmolene,1,"2016/04/29 23:00:00","0,169505"
Methylosmolene,5,"2016/04/29 23:00:00","0,16342"
Chlorodinine,9,"2016/04/29 23:00:00","0,143576"
Methylosmolene,2,"2016/04/29 23:00:00","0,0807205"
Chlorodinine,2,"2016/04/29 23:00:00","0,048852"
Chlorodinine,4,"2016/04/29 23:00:00","0,0187384"
Chlorodinine,3,2016/04/30,"5,15563"
AGOC-3A,3,2016/04/30,"1,00932"
Appluimonia,3,2016/04/30,"0,928401"
Methylosmolene,2,2016/04/30,"0,7971010000000001"
Chlorodinine,5,2016/04/30,"0,598444"
Appluimonia,2,2016/04/30,"0,5864400000000001"
AGOC-3A,4,2016/04/30,"0,524944"
Chlorodinine,6,2016/04/30,"0,49687200000000004"
Appluimonia,7,2016/04/30,"0,47963300000000003"
Appluimonia,8,2016/04/30,"0,42000499999999996"
AGOC-3A,1,2016/04/30,"0,402071"
Chlorodinine,1,2016/04/30,"0,387563"
Methylosmolene,8,2016/04/30,"0,344236"
Chlorodinine,9,2016/04/30,"0,338449"
Chlorodinine,8,2016/04/30,"0,325537"
AGOC-3A,2,2016/04/30,"0,30647"
Appluimonia,1,2016/04/30,"0,275705"
AGOC-3A,8,2016/04/30,"0,26691"
Chlorodinine,2,2016/04/30,"0,211491"
Methylosmolene,5,2016/04/30,"0,204452"
Methylosmolene,4,2016/04/30,"0,17150700000000002"
Methylosmolene,7,2016/04/30,"0,16982"
Chlorodinine,4,2016/04/30,"0,152615"
Chlorodinine,7,2016/04/30,"0,150853"
AGOC-3A,5,2016/04/30,"0,13586399999999998"
Methylosmolene,9,2016/04/30,"0,12474500000000001"
Appluimonia,9,2016/04/30,"0,117244"
Methylosmolene,6,2016/04/30,"0,112287"
Appluimonia,4,2016/04/30,"0,104649"
AGOC-3A,9,2016/04/30,"0,101377"
Methylosmolene,3,2016/04/30,"0,081538"
Appluimonia,5,2016/04/30,"0,0781584"
AGOC-3A,6,2016/04/30,"0,0754268"
Methylosmolene,1,2016/04/30,"0,0534057"
AGOC-3A,7,2016/04/30,"0,052056"
Appluimonia,6,2016/04/30,"0,00328569"
AGOC-3A,3,"2016/04/30 01:00:00","2,9470899999999998"
Appluimonia,7,"2016/04/30 01:00:00","1,50718"
Methylosmolene,7,"2016/04/30 01:00:00","1,1587"
Chlorodinine,7,"2016/04/30 01:00:00","0,9129430000000001"
AGOC-3A,6,"2016/04/30 01:00:00","0,760957"
AGOC-3A,4,"2016/04/30 01:00:00","0,669814"
Appluimonia,4,"2016/04/30 01:00:00","0,607417"
Methylosmolene,3,"2016/04/30 01:00:00","0,56906"
AGOC-3A,7,"2016/04/30 01:00:00","0,545562"
Chlorodinine,4,"2016/04/30 01:00:00","0,427368"
Appluimonia,8,"2016/04/30 01:00:00","0,404911"
Methylosmolene,6,"2016/04/30 01:00:00","0,397101"
Chlorodinine,2,"2016/04/30 01:00:00","0,368081"
Appluimonia,3,"2016/04/30 01:00:00","0,340298"
Chlorodinine,5,"2016/04/30 01:00:00","0,314533"
AGOC-3A,5,"2016/04/30 01:00:00","0,313655"
AGOC-3A,2,"2016/04/30 01:00:00","0,311255"
Chlorodinine,8,"2016/04/30 01:00:00","0,294523"
Appluimonia,9,"2016/04/30 01:00:00","0,268489"
AGOC-3A,1,"2016/04/30 01:00:00","0,249688"
Methylosmolene,5,"2016/04/30 01:00:00","0,231905"
Methylosmolene,9,"2016/04/30 01:00:00","0,21894599999999997"
Chlorodinine,6,"2016/04/30 01:00:00","0,138394"
Appluimonia,5,"2016/04/30 01:00:00","0,138069"
AGOC-3A,8,"2016/04/30 01:00:00","0,135149"
Methylosmolene,8,"2016/04/30 01:00:00","0,126978"
Chlorodinine,3,"2016/04/30 01:00:00","0,124191"
Appluimonia,1,"2016/04/30 01:00:00","0,12319200000000001"
Appluimonia,6,"2016/04/30 01:00:00","0,10576200000000001"
Methylosmolene,4,"2016/04/30 01:00:00","0,0961841"
AGOC-3A,9,"2016/04/30 01:00:00","0,0723374"
Chlorodinine,1,"2016/04/30 01:00:00","0,0505691"
Methylosmolene,2,"2016/04/30 01:00:00","0,0459557"
Chlorodinine,9,"2016/04/30 01:00:00","0,0349989"
Appluimonia,2,"2016/04/30 01:00:00","0,028804899999999998"
Methylosmolene,1,"2016/04/30 01:00:00","0,0153902"
Chlorodinine,3,"2016/04/30 02:00:00","2,45713"
Methylosmolene,3,"2016/04/30 02:00:00","2,13097"
Appluimonia,3,"2016/04/30 02:00:00","1,65156"
AGOC-3A,3,"2016/04/30 02:00:00","1,3938700000000002"
AGOC-3A,7,"2016/04/30 02:00:00","0,779142"
Chlorodinine,6,"2016/04/30 02:00:00","0,681894"
Chlorodinine,2,"2016/04/30 02:00:00","0,635167"
AGOC-3A,6,"2016/04/30 02:00:00","0,623576"
Appluimonia,8,"2016/04/30 02:00:00","0,592711"
Methylosmolene,7,"2016/04/30 02:00:00","0,544098"
Chlorodinine,9,"2016/04/30 02:00:00","0,489621"
Chlorodinine,1,"2016/04/30 02:00:00","0,440393"
Chlorodinine,4,"2016/04/30 02:00:00","0,440282"
Appluimonia,6,"2016/04/30 02:00:00","0,433285"
Methylosmolene,4,"2016/04/30 02:00:00","0,370792"
Methylosmolene,8,"2016/04/30 02:00:00","0,368923"
Appluimonia,5,"2016/04/30 02:00:00","0,344748"
AGOC-3A,4,"2016/04/30 02:00:00","0,34449899999999994"
Chlorodinine,5,"2016/04/30 02:00:00","0,321881"
Appluimonia,7,"2016/04/30 02:00:00","0,31930800000000004"
Appluimonia,1,"2016/04/30 02:00:00","0,291258"
Methylosmolene,6,"2016/04/30 02:00:00","0,28869100000000003"
Methylosmolene,5,"2016/04/30 02:00:00","0,286587"
AGOC-3A,1,"2016/04/30 02:00:00","0,163609"
Methylosmolene,9,"2016/04/30 02:00:00","0,155002"
AGOC-3A,8,"2016/04/30 02:00:00","0,129099"
Appluimonia,2,"2016/04/30 02:00:00","0,111321"
Chlorodinine,8,"2016/04/30 02:00:00","0,101745"
AGOC-3A,2,"2016/04/30 02:00:00","0,0999959"
Methylosmolene,2,"2016/04/30 02:00:00","0,08208220000000001"
Methylosmolene,1,"2016/04/30 02:00:00","0,0662846"
Appluimonia,4,"2016/04/30 02:00:00","0,0601168"
AGOC-3A,9,"2016/04/30 02:00:00","0,0539873"
Chlorodinine,7,"2016/04/30 02:00:00","0,0382596"
AGOC-3A,5,"2016/04/30 02:00:00","0,0336639"
Appluimonia,9,"2016/04/30 02:00:00","0,0328761"
Methylosmolene,7,"2016/04/30 03:00:00","2,21009"
Chlorodinine,3,"2016/04/30 03:00:00","2,10385"
Appluimonia,2,"2016/04/30 03:00:00","1,6253900000000001"
Appluimonia,3,"2016/04/30 03:00:00","1,4985199999999999"
AGOC-3A,3,"2016/04/30 03:00:00","1,12038"
AGOC-3A,8,"2016/04/30 03:00:00","0,9238620000000001"
Appluimonia,1,"2016/04/30 03:00:00","0,609291"
Appluimonia,4,"2016/04/30 03:00:00","0,552249"
Methylosmolene,2,"2016/04/30 03:00:00","0,546492"
Chlorodinine,9,"2016/04/30 03:00:00","0,519485"
Appluimonia,5,"2016/04/30 03:00:00","0,515507"
Methylosmolene,1,"2016/04/30 03:00:00","0,5062760000000001"
Chlorodinine,5,"2016/04/30 03:00:00","0,495914"
Chlorodinine,7,"2016/04/30 03:00:00","0,471483"
Chlorodinine,4,"2016/04/30 03:00:00","0,442542"
AGOC-3A,7,"2016/04/30 03:00:00","0,418245"
Methylosmolene,8,"2016/04/30 03:00:00","0,40154500000000004"
Methylosmolene,4,"2016/04/30 03:00:00","0,349671"
Methylosmolene,6,"2016/04/30 03:00:00","0,334408"
Chlorodinine,6,"2016/04/30 03:00:00","0,318277"
Chlorodinine,1,"2016/04/30 03:00:00","0,290842"
Chlorodinine,2,"2016/04/30 03:00:00","0,24419200000000002"
AGOC-3A,5,"2016/04/30 03:00:00","0,23595400000000002"
Methylosmolene,9,"2016/04/30 03:00:00","0,21411"
AGOC-3A,4,"2016/04/30 03:00:00","0,207005"
Appluimonia,9,"2016/04/30 03:00:00","0,18139999999999998"
Appluimonia,6,"2016/04/30 03:00:00","0,167094"
Methylosmolene,5,"2016/04/30 03:00:00","0,149557"
Appluimonia,8,"2016/04/30 03:00:00","0,149235"
AGOC-3A,1,"2016/04/30 03:00:00","0,140402"
Chlorodinine,8,"2016/04/30 03:00:00","0,123686"
AGOC-3A,2,"2016/04/30 03:00:00","0,116048"
AGOC-3A,9,"2016/04/30 03:00:00","0,0930762"
AGOC-3A,6,"2016/04/30 03:00:00","0,08514200000000001"
Methylosmolene,3,"2016/04/30 03:00:00","0,0594186"
Appluimonia,7,"2016/04/30 03:00:00","0,029092200000000002"
AGOC-3A,7,"2016/04/30 04:00:00","1,69777"
Methylosmolene,3,"2016/04/30 04:00:00","1,57489"
Methylosmolene,7,"2016/04/30 04:00:00","1,2804200000000001"
Chlorodinine,7,"2016/04/30 04:00:00","0,967102"
Chlorodinine,3,"2016/04/30 04:00:00","0,914624"
Methylosmolene,6,"2016/04/30 04:00:00","0,773415"
AGOC-3A,6,"2016/04/30 04:00:00","0,7134910000000001"
AGOC-3A,3,"2016/04/30 04:00:00","0,676872"
Appluimonia,3,"2016/04/30 04:00:00","0,588462"
Chlorodinine,4,"2016/04/30 04:00:00","0,5523"
AGOC-3A,4,"2016/04/30 04:00:00","0,457931"
Appluimonia,8,"2016/04/30 04:00:00","0,45175"
Appluimonia,6,"2016/04/30 04:00:00","0,439616"
Appluimonia,4,"2016/04/30 04:00:00","0,43199"
AGOC-3A,8,"2016/04/30 04:00:00","0,41069599999999995"
Chlorodinine,8,"2016/04/30 04:00:00","0,407176"
Methylosmolene,1,"2016/04/30 04:00:00","0,396987"
Methylosmolene,9,"2016/04/30 04:00:00","0,38347"
Chlorodinine,2,"2016/04/30 04:00:00","0,37735199999999997"
Methylosmolene,2,"2016/04/30 04:00:00","0,30153"
Chlorodinine,1,"2016/04/30 04:00:00","0,29169100000000003"
Methylosmolene,4,"2016/04/30 04:00:00","0,28143"
Appluimonia,9,"2016/04/30 04:00:00","0,245705"
Appluimonia,1,"2016/04/30 04:00:00","0,243572"
Chlorodinine,5,"2016/04/30 04:00:00","0,23657999999999998"
Methylosmolene,8,"2016/04/30 04:00:00","0,22950299999999998"
Chlorodinine,6,"2016/04/30 04:00:00","0,187053"
Chlorodinine,9,"2016/04/30 04:00:00","0,15656899999999999"
AGOC-3A,2,"2016/04/30 04:00:00","0,141856"
Appluimonia,7,"2016/04/30 04:00:00","0,135479"
Appluimonia,2,"2016/04/30 04:00:00","0,133369"
Methylosmolene,5,"2016/04/30 04:00:00","0,0935189"
Appluimonia,5,"2016/04/30 04:00:00","0,0846833"
AGOC-3A,9,"2016/04/30 04:00:00","0,07795219999999999"
AGOC-3A,5,"2016/04/30 04:00:00","0,0512134"
AGOC-3A,1,"2016/04/30 04:00:00","0,0220528"
Chlorodinine,3,"2016/04/30 05:00:00","2,35728"
Appluimonia,7,"2016/04/30 05:00:00","1,4906000000000001"
Methylosmolene,3,"2016/04/30 05:00:00","1,4176799999999998"
Appluimonia,6,"2016/04/30 05:00:00","1,20187"
Chlorodinine,7,"2016/04/30 05:00:00","0,863541"
Methylosmolene,7,"2016/04/30 05:00:00","0,8259219999999999"
Chlorodinine,4,"2016/04/30 05:00:00","0,788056"
Appluimonia,8,"2016/04/30 05:00:00","0,696642"
Chlorodinine,2,"2016/04/30 05:00:00","0,6147859999999999"
Chlorodinine,6,"2016/04/30 05:00:00","0,609103"
AGOC-3A,8,"2016/04/30 05:00:00","0,60675"
Methylosmolene,6,"2016/04/30 05:00:00","0,6059060000000001"
Appluimonia,5,"2016/04/30 05:00:00","0,600569"
AGOC-3A,3,"2016/04/30 05:00:00","0,59999"
Appluimonia,1,"2016/04/30 05:00:00","0,524688"
Chlorodinine,9,"2016/04/30 05:00:00","0,5128659999999999"
AGOC-3A,5,"2016/04/30 05:00:00","0,451853"
AGOC-3A,6,"2016/04/30 05:00:00","0,44274199999999997"
Chlorodinine,8,"2016/04/30 05:00:00","0,37349699999999997"
AGOC-3A,9,"2016/04/30 05:00:00","0,36566600000000005"
Chlorodinine,5,"2016/04/30 05:00:00","0,362128"
Methylosmolene,9,"2016/04/30 05:00:00","0,31198899999999996"
AGOC-3A,4,"2016/04/30 05:00:00","0,310181"
Methylosmolene,1,"2016/04/30 05:00:00","0,298439"
Methylosmolene,8,"2016/04/30 05:00:00","0,29493400000000003"
AGOC-3A,1,"2016/04/30 05:00:00","0,284074"
Methylosmolene,4,"2016/04/30 05:00:00","0,27837100000000004"
AGOC-3A,7,"2016/04/30 05:00:00","0,269913"
Appluimonia,4,"2016/04/30 05:00:00","0,267894"
Methylosmolene,5,"2016/04/30 05:00:00","0,24254199999999998"
AGOC-3A,2,"2016/04/30 05:00:00","0,217891"
Appluimonia,3,"2016/04/30 05:00:00","0,18125700000000003"
Appluimonia,2,"2016/04/30 05:00:00","0,16378199999999998"
Appluimonia,9,"2016/04/30 05:00:00","0,0955391"
Chlorodinine,1,"2016/04/30 05:00:00","0,0690755"
Methylosmolene,2,"2016/04/30 05:00:00","0,0510628"
AGOC-3A,3,"2016/04/30 06:00:00","1,5035999999999998"
Appluimonia,3,"2016/04/30 06:00:00","1,15131"
Methylosmolene,3,"2016/04/30 06:00:00","1,05142"
Methylosmolene,2,"2016/04/30 06:00:00","0,764367"
Appluimonia,6,"2016/04/30 06:00:00","0,726357"
Appluimonia,4,"2016/04/30 06:00:00","0,644896"
AGOC-3A,8,"2016/04/30 06:00:00","0,536686"
AGOC-3A,4,"2016/04/30 06:00:00","0,534298"
Appluimonia,9,"2016/04/30 06:00:00","0,473783"
AGOC-3A,2,"2016/04/30 06:00:00","0,427088"
AGOC-3A,7,"2016/04/30 06:00:00","0,420521"
Chlorodinine,3,"2016/04/30 06:00:00","0,415126"
Methylosmolene,5,"2016/04/30 06:00:00","0,40210599999999996"
Chlorodinine,8,"2016/04/30 06:00:00","0,39607000000000003"
Chlorodinine,4,"2016/04/30 06:00:00","0,340721"
AGOC-3A,1,"2016/04/30 06:00:00","0,323748"
Chlorodinine,2,"2016/04/30 06:00:00","0,3077"
Methylosmolene,7,"2016/04/30 06:00:00","0,28611000000000003"
Appluimonia,7,"2016/04/30 06:00:00","0,267136"
Chlorodinine,7,"2016/04/30 06:00:00","0,217253"
Appluimonia,5,"2016/04/30 06:00:00","0,213282"
AGOC-3A,6,"2016/04/30 06:00:00","0,20104"
Appluimonia,2,"2016/04/30 06:00:00","0,19412300000000002"
AGOC-3A,5,"2016/04/30 06:00:00","0,186897"
Methylosmolene,9,"2016/04/30 06:00:00","0,172782"
Methylosmolene,4,"2016/04/30 06:00:00","0,15007299999999998"
Methylosmolene,8,"2016/04/30 06:00:00","0,137736"
AGOC-3A,9,"2016/04/30 06:00:00","0,128632"
Appluimonia,8,"2016/04/30 06:00:00","0,09692880000000001"
Chlorodinine,1,"2016/04/30 06:00:00","0,0958374"
Chlorodinine,5,"2016/04/30 06:00:00","0,0704767"
Chlorodinine,9,"2016/04/30 06:00:00","0,052996400000000006"
Chlorodinine,6,"2016/04/30 06:00:00","0,0473798"
Appluimonia,1,"2016/04/30 06:00:00","0,0368088"
Methylosmolene,1,"2016/04/30 06:00:00","0,021078200000000002"
Methylosmolene,6,"2016/04/30 06:00:00","0,0143894"
Methylosmolene,3,"2016/04/30 07:00:00","3,60511"
Appluimonia,3,"2016/04/30 07:00:00","2,09208"
Chlorodinine,3,"2016/04/30 07:00:00","1,3177100000000002"
Appluimonia,8,"2016/04/30 07:00:00","1,20984"
AGOC-3A,3,"2016/04/30 07:00:00","1,12577"
Chlorodinine,2,"2016/04/30 07:00:00","0,9996499999999999"
Methylosmolene,7,"2016/04/30 07:00:00","0,868055"
AGOC-3A,4,"2016/04/30 07:00:00","0,793378"
AGOC-3A,6,"2016/04/30 07:00:00","0,757502"
Chlorodinine,8,"2016/04/30 07:00:00","0,66428"
AGOC-3A,2,"2016/04/30 07:00:00","0,656299"
Methylosmolene,9,"2016/04/30 07:00:00","0,585045"
Appluimonia,4,"2016/04/30 07:00:00","0,578084"
Chlorodinine,4,"2016/04/30 07:00:00","0,561264"
Appluimonia,5,"2016/04/30 07:00:00","0,519082"
Chlorodinine,6,"2016/04/30 07:00:00","0,5106310000000001"
Methylosmolene,2,"2016/04/30 07:00:00","0,492069"
AGOC-3A,5,"2016/04/30 07:00:00","0,42760299999999996"
AGOC-3A,9,"2016/04/30 07:00:00","0,380577"
AGOC-3A,8,"2016/04/30 07:00:00","0,37521400000000005"
Methylosmolene,4,"2016/04/30 07:00:00","0,346247"
AGOC-3A,1,"2016/04/30 07:00:00","0,34412400000000004"
Appluimonia,7,"2016/04/30 07:00:00","0,29387800000000003"
Chlorodinine,1,"2016/04/30 07:00:00","0,268408"
Appluimonia,9,"2016/04/30 07:00:00","0,26737"
Chlorodinine,7,"2016/04/30 07:00:00","0,264492"
Methylosmolene,8,"2016/04/30 07:00:00","0,231016"
Methylosmolene,6,"2016/04/30 07:00:00","0,22949899999999998"
Chlorodinine,9,"2016/04/30 07:00:00","0,212025"
Methylosmolene,5,"2016/04/30 07:00:00","0,189426"
AGOC-3A,7,"2016/04/30 07:00:00","0,155334"
Appluimonia,6,"2016/04/30 07:00:00","0,0945608"
Methylosmolene,1,"2016/04/30 07:00:00","0,0777312"
Chlorodinine,5,"2016/04/30 07:00:00","0,0595953"
Appluimonia,2,"2016/04/30 07:00:00","0,0140311"
Appluimonia,1,"2016/04/30 07:00:00","0,00304151"
Methylosmolene,3,"2016/04/30 08:00:00","1,8948"
Chlorodinine,7,"2016/04/30 08:00:00","1,61365"
AGOC-3A,3,"2016/04/30 08:00:00","1,01725"
Chlorodinine,8,"2016/04/30 08:00:00","0,920204"
Chlorodinine,3,"2016/04/30 08:00:00","0,826815"
Appluimonia,3,"2016/04/30 08:00:00","0,7584569999999999"
Methylosmolene,8,"2016/04/30 08:00:00","0,608325"
Methylosmolene,6,"2016/04/30 08:00:00","0,573647"
Chlorodinine,2,"2016/04/30 08:00:00","0,567781"
Appluimonia,5,"2016/04/30 08:00:00","0,502348"
Appluimonia,4,"2016/04/30 08:00:00","0,48029499999999997"
Methylosmolene,7,"2016/04/30 08:00:00","0,423995"
Methylosmolene,4,"2016/04/30 08:00:00","0,397101"
Appluimonia,6,"2016/04/30 08:00:00","0,388404"
AGOC-3A,4,"2016/04/30 08:00:00","0,38191400000000003"
AGOC-3A,7,"2016/04/30 08:00:00","0,373846"
Methylosmolene,2,"2016/04/30 08:00:00","0,35411"
Chlorodinine,9,"2016/04/30 08:00:00","0,31315400000000004"
Appluimonia,2,"2016/04/30 08:00:00","0,312877"
Chlorodinine,5,"2016/04/30 08:00:00","0,294433"
Methylosmolene,5,"2016/04/30 08:00:00","0,287897"
AGOC-3A,5,"2016/04/30 08:00:00","0,278372"
Chlorodinine,4,"2016/04/30 08:00:00","0,252062"
AGOC-3A,1,"2016/04/30 08:00:00","0,23351699999999997"
Methylosmolene,9,"2016/04/30 08:00:00","0,23247800000000002"
Methylosmolene,1,"2016/04/30 08:00:00","0,230697"
Chlorodinine,6,"2016/04/30 08:00:00","0,21566600000000002"
Appluimonia,7,"2016/04/30 08:00:00","0,19196"
AGOC-3A,6,"2016/04/30 08:00:00","0,191477"
Appluimonia,8,"2016/04/30 08:00:00","0,13131"
Appluimonia,9,"2016/04/30 08:00:00","0,1286"
AGOC-3A,9,"2016/04/30 08:00:00","0,115341"
AGOC-3A,8,"2016/04/30 08:00:00","0,0934375"
Appluimonia,1,"2016/04/30 08:00:00","0,0860553"
AGOC-3A,2,"2016/04/30 08:00:00","0,038281800000000005"
Chlorodinine,1,"2016/04/30 08:00:00","0,0158004"
Chlorodinine,3,"2016/04/30 09:00:00","2,07963"
Chlorodinine,8,"2016/04/30 09:00:00","1,19365"
Appluimonia,7,"2016/04/30 09:00:00","1,13111"
AGOC-3A,4,"2016/04/30 09:00:00","0,707668"
Methylosmolene,7,"2016/04/30 09:00:00","0,632747"
AGOC-3A,6,"2016/04/30 09:00:00","0,6011299999999999"
Chlorodinine,7,"2016/04/30 09:00:00","0,5883579999999999"
Methylosmolene,6,"2016/04/30 09:00:00","0,5771080000000001"
Appluimonia,4,"2016/04/30 09:00:00","0,576091"
AGOC-3A,8,"2016/04/30 09:00:00","0,541301"
AGOC-3A,3,"2016/04/30 09:00:00","0,5153490000000001"
AGOC-3A,2,"2016/04/30 09:00:00","0,5123"
Appluimonia,2,"2016/04/30 09:00:00","0,49938000000000005"
Appluimonia,3,"2016/04/30 09:00:00","0,463166"
Methylosmolene,4,"2016/04/30 09:00:00","0,44023999999999996"
AGOC-3A,7,"2016/04/30 09:00:00","0,426984"
Appluimonia,1,"2016/04/30 09:00:00","0,382471"
Methylosmolene,9,"2016/04/30 09:00:00","0,368006"
AGOC-3A,1,"2016/04/30 09:00:00","0,35639899999999997"
Methylosmolene,3,"2016/04/30 09:00:00","0,34775"
Methylosmolene,1,"2016/04/30 09:00:00","0,340713"
Chlorodinine,4,"2016/04/30 09:00:00","0,314218"
Chlorodinine,6,"2016/04/30 09:00:00","0,31284100000000004"
Methylosmolene,5,"2016/04/30 09:00:00","0,288234"
Chlorodinine,1,"2016/04/30 09:00:00","0,273148"
AGOC-3A,5,"2016/04/30 09:00:00","0,257642"
Appluimonia,8,"2016/04/30 09:00:00","0,19412400000000002"
Appluimonia,9,"2016/04/30 09:00:00","0,182006"
Chlorodinine,9,"2016/04/30 09:00:00","0,174017"
Appluimonia,6,"2016/04/30 09:00:00","0,145842"
Methylosmolene,8,"2016/04/30 09:00:00","0,125524"
Appluimonia,5,"2016/04/30 09:00:00","0,11916600000000001"
Chlorodinine,5,"2016/04/30 09:00:00","0,11401599999999999"
Methylosmolene,2,"2016/04/30 09:00:00","0,0918287"
Chlorodinine,2,"2016/04/30 09:00:00","0,0554375"
AGOC-3A,9,"2016/04/30 09:00:00","0,0325593"
AGOC-3A,3,"2016/04/30 10:00:00","3,81524"
Chlorodinine,7,"2016/04/30 10:00:00","2,04941"
Chlorodinine,4,"2016/04/30 10:00:00","1,08545"
AGOC-3A,7,"2016/04/30 10:00:00","0,888707"
Appluimonia,3,"2016/04/30 10:00:00","0,855972"
Appluimonia,2,"2016/04/30 10:00:00","0,814637"
Methylosmolene,8,"2016/04/30 10:00:00","0,786342"
Appluimonia,8,"2016/04/30 10:00:00","0,759591"
AGOC-3A,1,"2016/04/30 10:00:00","0,7341430000000001"
Appluimonia,5,"2016/04/30 10:00:00","0,685099"
Appluimonia,1,"2016/04/30 10:00:00","0,630773"
Chlorodinine,9,"2016/04/30 10:00:00","0,567296"
